Smiles,Standard Value,Standardized Smiles
Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)[C@H]3CC3(F)F)n2)cn1,3148.0,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)C3CC3(F)F)n2)cn1
O=C([C@@H]1CC1(F)F)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cnc(CCO)c(Cl)c3)n1)C2,331.0,O=C(C1CC1(F)F)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cnc(CCO)c(Cl)c3)n1)C2
NC(=O)c1cnc(Nc2cnn(C3CCOCC3)c2)nc1NCc1c(F)cccc1F,0.27,NC(=O)c1cnc(Nc2cnn(C3CCOCC3)c2)nc1NCc1c(F)cccc1F
CN(c1ccc(C(=O)N[C@@H]2c3ccccc3C[C@H]2O)cc1F)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.5,CN(c1ccc(C(=O)N[C@@H]2c3ccccc3C[C@H]2O)cc1F)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1
COc1c(Nc2cc(NC(=O)C3CC3)nc3cc[nH]c(=O)c23)cccc1-c1cn[nH]c1,5500.0,COc1c(Nc2cc(NC(=O)C3CC3)nc3cc[nH]c(=O)c23)cccc1-c1cn[nH]c1
CS(=O)(=O)c1c(Nc2cc(NC(=O)C3CC3)nc3cc[nH]c(=O)c23)cccc1-c1cnn(C2CCOCC2)c1,5500.0,CS(=O)(=O)c1c(Nc2cc(NC(=O)C3CC3)nc3cc[nH]c(=O)c23)cccc1-c1cnn(C2CCOCC2)c1
O=C(Nc1cc(Nc2cccc(C(F)(F)F)c2-c2cn[nH]c2)c2c(=O)[nH]ccc2n1)C1CC1,750.0,O=C(Nc1cc(Nc2cccc(C(F)(F)F)c2-c2cn[nH]c2)c2c(=O)[nH]ccc2n1)C1CC1
NC(=O)c1nc(-c2c(F)cccc2F)oc1Nc1ccc(C(=O)NC2CCNCC2)cc1,167.0,NC(=O)c1nc(-c2c(F)cccc2F)oc1Nc1ccc(C(=O)NC2CCNCC2)cc1
CN1CCN(c2ccc(Nc3ncnc(-c4ccc(OC5CCOCC5)c(C#N)c4)n3)cc2)CC1,162.0,CN1CCN(c2ccc(Nc3ncnc(-c4ccc(OC5CCOCC5)c(C#N)c4)n3)cc2)CC1
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCS(=O)(=O)CC1,540.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCS(=O)(=O)CC1
CN1C(=O)N(c2ccc(NC(=O)CC#N)cc2)Cc2c1cnc1[nH]c(-c3ccc(CN4CCC(S(C)(=O)=O)CC4)cc3)cc21,300.0,CN1C(=O)N(c2ccc(NC(=O)CC#N)cc2)Cc2c1cnc1[nH]c(-c3ccc(CN4CCC(S(C)(=O)=O)CC4)cc3)cc21
CS(=O)(=O)c1cnc(-c2cnc3[nH]ccc3c2N[C@@H]2CCCN(CCC#N)C2)s1,55.0,CS(=O)(=O)c1cnc(-c2cnc3[nH]ccc3c2N[C@@H]2CCCN(CCC#N)C2)s1
COc1cccc(F)c1CNc1nc(Nc2cnn(C3CCN(C)CC3)c2)ncc1C(N)=O,0.3,COc1cccc(F)c1CNc1nc(Nc2cnn(C3CCN(C)CC3)c2)ncc1C(N)=O
COc1cccc(F)c1CNc1nc(Nc2cnn(CCCCCCN(C)C)c2)ncc1C(N)=O,1.54,COc1cccc(F)c1CNc1nc(Nc2cnn(CCCCCCN(C)C)c2)ncc1C(N)=O
Cc1cncc2ccc(NC(=O)[C@@H]3CC3c3ccc(S(=O)(=O)Nc4cccnc4)cc3)cc12,1.15,Cc1cncc2ccc(NC(=O)C3CC3c3ccc(S(=O)(=O)Nc4cccnc4)cc3)cc12
N#CCC1(n2ncc(-c3cc(-c4ccc(C(N)=O)cc4)cc4ncccc34)n2)CC(C#N)C1,116.0,N#CCC1(n2ncc(-c3cc(-c4ccc(C(N)=O)cc4)cc4ncccc34)n2)CC(C#N)C1
N#CCC1(n2ncc(-c3cc(-c4ccc(-c5nnn[nH]5)cc4)cc4ncccc34)n2)CC(C#N)C1,160.0,N#CCC1(n2ncc(-c3cc(-c4ccc(-c5nn[nH]n5)cc4)cc4ncccc34)n2)CC(C#N)C1
COCCN1CCN([C@H](C)C(=O)Nc2cccc3c(-c4nc(Nc5cn(C)nc5OC)ncc4C)c[nH]c23)CC1,18100.0,COCCN1CCN(C(C)C(=O)Nc2cccc3c(-c4nc(Nc5cn(C)nc5OC)ncc4C)c[nH]c23)CC1
COc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)[C@H](C)C4)cccc23)n1,17300.0,COc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)C(C)N4CCN(C)[C@H](C)C4)cccc23)n1
Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@H](O)C4)c3)n2)cn1,487.0,Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@H](O)C4)c3)n2)cn1
C[C@H](O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(C(=O)N5CCN(C)CC5)cc4)n3)cc2C#N)[C@H](F)C1,674.0,CC(O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(C(=O)N5CCN(C)CC5)cc4)n3)cc2C#N)[C@H](F)C1
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,2.8,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCC(C(=O)C2CCCN2)C[C@H]1F,1000.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCC(C(=O)C2CCCN2)C[C@H]1F
COc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)[C@@H](C)C4)cccc23)n1,6390.0,COc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)C(C)N4CCN(C)[C@@H](C)C4)cccc23)n1
CC(C)(C)NC(=O)c1cnn2ccc(N3CC(F)(F)C[C@@H]3c3cccc(F)c3)nc12,16.9,CC(C)(C)NC(=O)c1cnn2ccc(N3CC(F)(F)C[C@@H]3c3cccc(F)c3)nc12
CC(C)(O)CNC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,2.15,CC(C)(O)CNC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12
O=C(NC1CCOCC1)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,0.6,O=C(NC1CCOCC1)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12
NS(=O)(=O)N1CCC(NC(=O)c2cnn3ccc(N4CCC[C@@H]4c4cc(F)ccc4F)nc23)CC1,1.4,NS(=O)(=O)N1CCC(NC(=O)c2cnn3ccc(N4CCC[C@@H]4c4cc(F)ccc4F)nc23)CC1
Cn1nccc1-c1cc2ncccc2c(-c2ccn(C3(CC#N)CN(CC(F)(F)F)C3)n2)n1,2097.0,Cn1nccc1-c1cc2ncccc2c(-c2ccn(C3(CC#N)CN(CC(F)(F)F)C3)n2)n1
CN(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,210.0,CN(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1
N#C[C@H]1CCOC[C@@H]1n1nc(Nc2ccc(C(N)C(F)(F)F)cc2)c2c(=O)[nH]ccc21,220.0,N#C[C@H]1CCOC[C@@H]1n1nc(Nc2ccc(C(N)C(F)(F)F)cc2)c2c(=O)[nH]ccc21
CCC(CC)n1cc(-c2nc(-c3cnn(C[C@H](CO)N(C)C)c3)cn3nccc23)cn1,55.0,CCC(CC)n1cc(-c2nc(-c3cnn(C[C@H](CO)N(C)C)c3)cn3nccc23)cn1
Cc1cc(-c2nc(-c3ccn[nH]3)cc3ncccc23)nn1C1(CC#N)CN(S(C)(=O)=O)C1,843.0,Cc1cc(-c2nc(-c3cc[nH]n3)cc3ncccc23)nn1C1(CC#N)CN(S(C)(=O)=O)C1
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4cc[nH]n4)cc4ncccc34)n2)C1,239.0,CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4cc[nH]n4)cc4ncccc34)n2)C1
N#C[C@@H]1C[C@H](N2CCC2)CC[C@H]1n1nc(Nc2ccc(C(F)(F)F)cc2)c2c(=O)[nH]ccc21,940000.0,N#C[C@@H]1C[C@H](N2CCC2)CC[C@H]1n1nc(Nc2ccc(C(F)(F)F)cc2)c2c(=O)[nH]ccc21
N#CCC1(n2nc(Nc3ccc([C@@H](O)C(F)(F)F)cc3)c3c(=O)[nH]ccc32)CCN(c2cc(C(F)(F)F)ccn2)CC1,4.81,N#CCC1(n2nc(Nc3ccc([C@@H](O)C(F)(F)F)cc3)c3c(=O)[nH]ccc32)CCN(c2cc(C(F)(F)F)ccn2)CC1
N#CCC1(n2nc(Nc3ccc(C(F)(F)F)cc3)c3c(=O)[nH]ccc32)CCC(O)CC1,84.6,N#CCC1(n2nc(Nc3ccc(C(F)(F)F)cc3)c3c(=O)[nH]ccc32)CCC(O)CC1
COc1nnc(C2CCN(c3ccc(Nc4nccc(-c5ccc(C(=O)NCC#N)cc5)n4)cc3)CC2)o1,17.0,COc1nnc(C2CCN(c3ccc(Nc4nccc(-c5ccc(C(=O)NCC#N)cc5)n4)cc3)CC2)o1
CNC(=O)c1ncc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)NCC(F)(F)F)n2)cc1C,65.0,CNC(=O)c1ncc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)NCC(F)(F)F)n2)cc1C
O=C(CO)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(OCCO)c2F)C1,0.8,O=C(CO)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(OCCO)c2F)C1
O=C(CO)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(OCCCO)c2F)C1,1.0,O=C(CO)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(OCCCO)c2F)C1
Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)Nc3ccc(C(F)(F)F)cn3)n2)cn1,2508.0,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)Nc3ccc(C(F)(F)F)cn3)n2)cn1
N#CC[C@H]1CC[C@H](n2c(CC(=O)NC34CCC(C#N)(CC3)C4)nc3cnc4[nH]ccc4c32)CC1,1.4,N#CC[C@H]1CC[C@H](n2c(CC(=O)NC34CCC(C#N)(CC3)C4)nc3cnc4[nH]ccc4c32)CC1
C[C@@H](CC(F)(F)F)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,550.0,C[C@@H](CC(F)(F)F)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1
Cn1cc(Nc2ncc(F)c(N3C[C@@]4(CO)C[C@@]4(NC(=O)[C@@H]4C[C@H]4C#N)C3)n2)cn1,455.0,Cn1cc(Nc2ncc(F)c(N3C[C@@]4(CO)C[C@@]4(NC(=O)C4C[C@H]4C#N)C3)n2)cn1
N#CC[C@H]1CC[C@H](n2c(CN/C(CC3CCCCC3)=N/O)nc3cnc4[nH]ccc4c32)CC1,0.6,N#CC[C@H]1CC[C@H](n2c(CNC(CC3CCCCC3)=NO)nc3cnc4[nH]ccc4c32)CC1
COCCNc1ccc(N2Cc3c(cnc4[nH]c(-c5ccc(CN6CCC(S(C)(=O)=O)CC6)cc5)cc34)N(C)C2=O)cc1,300.0,COCCNc1ccc(N2Cc3c(cnc4[nH]c(-c5ccc(CN6CCC(S(C)(=O)=O)CC6)cc5)cc34)N(C)C2=O)cc1
N#CCC1(n2ncc(-c3cc(-c4cccc(N)n4)cc4ncccc34)n2)CC(C#N)C1,670.0,N#CCC1(n2ncc(-c3cc(-c4cccc(N)n4)cc4ncccc34)n2)CC(C#N)C1
CC(C)(C)S(=O)(=O)Nc1cc(-n2ccc3cnc(Nc4ccc(N5CCNCC5)cc4)nc32)ccc1F,101.0,CC(C)(C)S(=O)(=O)Nc1cc(-n2ccc3cnc(Nc4ccc(N5CCNCC5)cc4)nc32)ccc1F
Cn1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(CC#N)C4)n3)n2)cn1,71.0,Cn1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(CC#N)C4)n3)n2)cn1
N#CCC1(n2ncc(-c3cc(-c4ccc(F)cn4)cc4ncccc34)n2)CC(C#N)C1,114.0,N#CCC1(n2ncc(-c3cc(-c4ccc(F)cn4)cc4ncccc34)n2)CC(C#N)C1
Cc1cc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)ccc1C(C)(C)n1ccnn1,170.0,Cc1cc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)ccc1C(C)(C)n1ccnn1
N#C[C@H]1CCCC[C@@H]1n1nc(Nc2ccc3c(c2)CN(C2CCCCC2)C3=O)c2c(=O)[nH]ccc21,620.0,N#C[C@H]1CCCC[C@@H]1n1nc(Nc2ccc3c(c2)CN(C2CCCCC2)C3=O)c2c(=O)[nH]ccc21
COc1c(Nc2cc(NC(=O)C3CC3)nc3cc[nH]c(=O)c23)cccc1-c1cnn(C2CCCC2)c1,300.0,COc1c(Nc2cc(NC(=O)C3CC3)nc3cc[nH]c(=O)c23)cccc1-c1cnn(C2CCCC2)c1
CCn1cc(Nc2ncc(C(N)=O)c(NC[C@@H](C)c3ccccc3)n2)cn1,2.53,CCn1cc(Nc2ncc(C(N)=O)c(NC[C@@H](C)c3ccccc3)n2)cn1
COc1cccc(F)c1CNc1nc(Nc2cnn(CC(C)(C)O)c2)ncc1C(N)=O,0.79,COc1cccc(F)c1CNc1nc(Nc2cnn(CC(C)(C)O)c2)ncc1C(N)=O
C[C@@H](CO)c1ccc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)C3CC3(F)F)n2)cn1,141.0,CC(CO)c1ccc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)C3CC3(F)F)n2)cn1
O=C([C@@H]1CC1(F)F)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cnc(CCO)c(F)c3)n1)C2,402.0,O=C(C1CC1(F)F)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cnc(CCO)c(F)c3)n1)C2
O=C([C@@H]1CC1(F)F)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cnc(N4CC[C@@H](O)C4)c(F)c3)n1)C2,434.0,O=C(C1CC1(F)F)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cnc(N4CC[C@@H](O)C4)c(F)c3)n1)C2
CCC(CC)n1cc(-c2nc(-c3cnn(CCN4CC[C@@H](O)C4)c3)cn3nccc23)cn1,55.0,CCC(CC)n1cc(-c2nc(-c3cnn(CCN4CC[C@@H](O)C4)c3)cn3nccc23)cn1
CCC(CC)n1cc(-c2nc(-c3cnn(C[C@@H](CN)OC)c3)cn3nccc23)cn1,550.0,CCC(CC)n1cc(-c2nc(-c3cnn(C[C@@H](CN)OC)c3)cn3nccc23)cn1
Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2ccccc2n(C)c1=O,2000.0,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2ccccc2n(C)c1=O
Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(N)=O)n2)cn1,1476.0,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(N)=O)n2)cn1
Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,910.0,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O
Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,1900.0,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O
Cn1c(=O)n(-c2cccc(-c3c(Cl)cc(C(N)=O)c4[nH]c5cc(C(C)(C)O)ccc5c34)c2Cl)c(=O)c2cccc(F)c21,3700.0,Cn1c(=O)n(-c2cccc(-c3c(Cl)cc(C(N)=O)c4[nH]c5cc(C(C)(C)O)ccc5c34)c2Cl)c(=O)c2cccc(F)c21
N#CCC1(n2ncc(-c3cc(-c4cccc(C(N)=O)n4)cc4ncccc34)n2)CC(C#N)C1,25.0,N#CCC1(n2ncc(-c3cc(-c4cccc(C(N)=O)n4)cc4ncccc34)n2)CC(C#N)C1
CC1(C#N)CC(CC#N)(n2ncc(-c3cc(-c4c[nH]nc4N)cc4ncccc34)n2)C1,7687.0,CC1(C#N)CC(CC#N)(n2ncc(-c3cc(-c4c[nH]nc4N)cc4ncccc34)n2)C1
N#CCC1(n2ccc(-c3nc(-c4cc(CO)[nH]n4)cc4ncccc34)n2)CC(C#N)C1,16.0,N#CCC1(n2ccc(-c3nc(-c4cc(CO)[nH]n4)cc4ncccc34)n2)CC(C#N)C1
NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)cc(OCC(O)CO)c3)nc12,17.1,NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)cc(OCC(O)CO)c3)nc12
CC[C@@H](C(=O)Nc1cccc2c(-c3nc(Nc4cn(C)nc4OC)ncc3C)c[nH]c12)N1CCN(C)CC1,21100.0,CCC(C(=O)Nc1cccc2c(-c3nc(Nc4cn(C)nc4OC)ncc3C)c[nH]c12)N1CCN(C)CC1
Fc1cc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)ccc1C(F)(F)F,30.0,Fc1cc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)ccc1C(F)(F)F
FC(F)(F)CCNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,62.0,FC(F)(F)CCNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1
O=C(NCC(O)(c1ccccc1)C(F)(F)F)[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,60.0,O=C(NCC(O)(c1ccccc1)C(F)(F)F)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1
CC(C)(C)OC(=O)N[C@@H]1CCN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,170.0,CC(C)(C)OC(=O)N[C@@H]1CCN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1
OC12CC3CC(C1)C(NC[C@H]1CC[C@H](c4nnn5cnc6[nH]ccc6c45)CC1)C(C3)C2,350.0,OC12CC3CC(C1)C(NC[C@H]1CC[C@H](c4nnn5cnc6[nH]ccc6c45)CC1)C(C3)C2
Fc1cnccc1CN1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,11.0,Fc1cnccc1CN1CCC(c2nnn3cnc4[nH]ccc4c23)CC1
N#C/C(=C\N1CCC(c2nnn3cnc4[nH]ccc4c23)CC1)c1ccccc1,130.0,N#C/C(=C\N1CCC(c2nnn3cnc4[nH]ccc4c23)CC1)c1ccccc1
c1cnc2cc(CN3CCC(c4nnn5cnc6[nH]ccc6c45)CC3)ccc2n1,140.0,c1cnc2cc(CN3CCC(c4nnn5cnc6[nH]ccc6c45)CC3)ccc2n1
COc1cc(Nc2ncnc(-c3ccc(OC4CCOCC4)c(C#N)c3)n2)ccc1N1CCN(C)CC1,53000.0,COc1cc(Nc2ncnc(-c3ccc(OC4CCOCC4)c(C#N)c3)n2)ccc1N1CCN(C)CC1
c1cc2c(ncn3nnc(C4CCN(Cc5cnc(N6CCOCC6)s5)CC4)c23)[nH]1,880.0,c1cc2c(ncn3nnc(C4CCN(Cc5cnc(N6CCOCC6)s5)CC4)c23)[nH]1
O=C([C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1)N1CC[C@H](F)C1,420.0,O=C(C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1)N1CC[C@H](F)C1
N#Cc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,19.0,N#Cc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1
Cc1n[nH]c(C)c1C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)[C@H](F)C1,212000.0,Cc1n[nH]c(C)c1C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)[C@H](F)C1
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1,75.0,N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1
CNC(=O)c1ncc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4CC3CC3(F)F)n2)cc1C,973.0,CNC(=O)c1ncc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4CC3CC3(F)F)n2)cc1C
CNC(=O)c1ncc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cc1C,116.0,CNC(=O)c1ncc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)C3CC3(F)F)n2)cc1C
Cc1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)C3CC3(F)F)n2)cnc1C(N)=O,377.0,Cc1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)C3CC3(F)F)n2)cnc1C(N)=O
Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)C3CC3)n2)cn1,684.0,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)C3CC3)n2)cn1
CCN1CC(CC#N)(n2ccc(-c3nc(C4=CCOCC4)cc4ncccc34)n2)C1,9573.0,CCN1CC(CC#N)(n2ccc(-c3nc(C4=CCOCC4)cc4ncccc34)n2)C1
CCNC(=O)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cnc(C(=O)NC)c(F)c3)n1)C2,1787.0,CCNC(=O)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cnc(C(=O)NC)c(F)c3)n1)C2
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4ccc(N)nc4N)cc4ncccc34)n2)C1,451.0,CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4ccc(N)nc4N)cc4ncccc34)n2)C1
CC(C)N1C(=O)c2ccccc2-c2n[nH]c3ccnc1c23,550.0,CC(C)n1c(=O)c2ccccc2c2nnc3cc[nH]c1c32
c1cc2[nH]nc3c2c(n1)N(C1CCCC1)CCC3,6600.0,c1cc2[nH]nc3c2c(n1)N(C1CCCC1)CCC3
Fc1ccc2c(c1)-c1n[nH]c3ccnc(c13)N(C1CCOCC1)C2,900.0,Fc1ccc2c(c1)-c1[nH]nc3ccnc(c13)N(C1CCOCC1)C2
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3ccc(C#N)cc3F)CC2)C1,75.0,N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3ccc(C#N)cc3F)CC2)C1
Cc1cncc(Cl)c1CN1CCC(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1,30.0,Cc1cncc(Cl)c1CN1CCC(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1
COc1ccc2nc(Cl)c(CN3CCC(N4CC(CC#N)(n5cc(-c6ncnc7[nH]ccc67)cn5)C4)CC3)cc2c1,30.0,COc1ccc2nc(Cl)c(CN3CCC(N4CC(CC#N)(n5cc(-c6ncnc7[nH]ccc67)cn5)C4)CC3)cc2c1
COc1ccc(CN2CCC(N3CC(CC#N)(n4cc(-c5ncnc6[nH]ccc56)cn4)C3)CC2)c(Cl)c1OC,30.0,COc1ccc(CN2CCC(N3CC(CC#N)(n4cc(-c5ncnc6[nH]ccc56)cn4)C3)CC2)c(Cl)c1OC
COc1ncccc1NC(=O)N1CCC(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1,30.0,COc1ncccc1NC(=O)N1CCC(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3ccc(C(F)(F)F)cc3F)CC2)C1,30.0,N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3ccc(C(F)(F)F)cc3F)CC2)C1
N#CCC1(n2cc(-c3ccnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)Nc3ccc(F)cc3F)CC2)C1,30.0,N#CCC1(n2cc(-c3ccnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)Nc3ccc(F)cc3F)CC2)C1
CCC(CC)n1cc(-c2nc(-c3cnn(C4CCNCC4)c3)cn3nccc23)cn1,55.0,CCC(CC)n1cc(-c2nc(-c3cnn(C4CCNCC4)c3)cn3nccc23)cn1
CCC(CC)n1cc(-c2nc(-c3cnn(C4CN(C(=O)C(C)C)C4)c3)cn3nccc23)cn1,55.0,CCC(CC)n1cc(-c2nc(-c3cnn(C4CN(C(=O)C(C)C)C4)c3)cn3nccc23)cn1
CCC(CC)n1cc(-c2nc(-c3cnn(CC4CCS(=O)(=O)CC4)c3)cn3nccc23)cn1,55.0,CCC(CC)n1cc(-c2nc(-c3cnn(CC4CCS(=O)(=O)CC4)c3)cn3nccc23)cn1
C[C@H](CC(F)(F)F)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,550.0,C[C@H](CC(F)(F)F)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1
CCC(CC)n1cc(-c2nc(-c3cnn(CC4CC(CO)C4)c3)cn3nccc23)cn1,55.0,CCC(CC)n1cc(-c2nc(-c3cnn(CC4CC(CO)C4)c3)cn3nccc23)cn1
CCC(C1CC(F)(F)C1)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,550.0,CCC(C1CC(F)(F)C1)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1
